Date,Country,Region,Chain,Parent_SKU,SKU_Description,Total_Qty_CTN
2025-01-26,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,54
2025-01-26,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,40
2025-01-26,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,165
2025-01-26,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,120
2025-01-26,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,98
2025-01-26,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,138
2025-01-26,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,107
2025-01-26,Thailand,Central,Big C,SKU-D001,Diaper Pants M,192
2025-01-26,Thailand,Central,Big C,SKU-D002,Diaper Pants L,136
2025-01-26,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,89
2025-01-26,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,137
2025-01-26,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,116
2025-01-26,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,182
2025-01-26,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,148
2025-01-26,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,78
2025-01-26,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,99
2025-01-26,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,83
2025-01-26,Thailand,North,Makro,SKU-D001,Diaper Pants M,91
2025-01-26,Thailand,North,Makro,SKU-D002,Diaper Pants L,116
2025-01-26,Thailand,North,Makro,SKU-D003,Diaper Tape NB,89
2025-01-26,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,85
2025-01-26,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,90
2025-01-26,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,199
2025-01-26,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,161
2025-01-26,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,84
2025-01-26,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,155
2025-01-26,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,104
2025-01-27,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,62
2025-01-27,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,50
2025-01-27,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,29
2025-01-27,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,63
2025-01-27,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,46
2025-01-27,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,323
2025-01-27,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,259
2025-01-27,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,129
2025-01-27,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,205
2025-01-27,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,144
2025-01-27,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,76
2025-01-27,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,59
2025-01-27,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,42
2025-01-27,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,62
2025-01-27,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,43
2025-01-27,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,59
2025-01-27,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,69
2025-01-27,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,23
2025-01-27,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,47
2025-01-27,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,32
2025-01-27,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,222
2025-01-27,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,260
2025-01-27,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,171
2025-01-27,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,183
2025-01-27,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,164
2025-01-27,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,71
2025-01-27,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,72
2025-01-27,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,35
2025-01-27,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,58
2025-01-27,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,34
2025-01-27,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,243
2025-01-27,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,119
2025-01-27,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,126
2025-01-27,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,169
2025-01-27,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,115
2025-01-27,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,194
2025-01-27,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,150
2025-01-27,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,113
2025-01-27,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,138
2025-01-27,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,129
2025-01-27,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,15
2025-01-27,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,17
2025-01-27,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,10
2025-01-27,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,14
2025-01-27,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,11
2025-01-27,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,35
2025-01-27,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,31
2025-01-27,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,15
2025-01-27,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,0
2025-01-27,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,14
2025-01-27,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,24
2025-01-27,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,41
2025-01-27,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,22
2025-01-27,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,36
2025-01-27,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,25
2025-01-27,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,133
2025-01-27,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,90
2025-01-27,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,73
2025-01-27,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,119
2025-01-27,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,88
2025-01-27,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,57
2025-01-27,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,56
2025-01-27,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,37
2025-01-27,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,50
2025-01-27,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,40
2025-01-27,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,156
2025-01-27,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,116
2025-01-27,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,76
2025-01-27,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,120
2025-01-27,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,83
2025-01-27,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,66
2025-01-27,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,56
2025-01-27,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,41
2025-01-27,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,55
2025-01-27,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,38
2025-01-27,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,167
2025-01-27,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,149
2025-01-27,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,99
2025-01-27,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,119
2025-01-27,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,86
2025-01-27,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,138
2025-01-27,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,144
2025-01-27,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,84
2025-01-27,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,125
2025-01-27,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,102
2025-01-27,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,130
2025-01-27,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,107
2025-01-27,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,64
2025-01-27,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,77
2025-01-27,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,60
2025-01-27,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,330
2025-01-27,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,215
2025-01-27,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,160
2025-01-27,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,237
2025-01-27,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,177
2025-01-27,Thailand,Central,Big C,SKU-D001,Diaper Pants M,202
2025-01-27,Thailand,Central,Big C,SKU-D002,Diaper Pants L,203
2025-01-27,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,131
2025-01-27,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,211
2025-01-27,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,173
2025-01-27,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,200
2025-01-27,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,166
2025-01-27,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,86
2025-01-27,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,192
2025-01-27,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,137
2025-01-27,Thailand,North,Makro,SKU-D001,Diaper Pants M,155
2025-01-27,Thailand,North,Makro,SKU-D002,Diaper Pants L,175
2025-01-27,Thailand,North,Makro,SKU-D003,Diaper Tape NB,137
2025-01-27,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,154
2025-01-27,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,130
2025-01-27,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,334
2025-01-27,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,215
2025-01-27,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,181
2025-01-27,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,229
2025-01-27,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,165
2025-01-28,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,94
2025-01-28,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,60
2025-01-28,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,38
2025-01-28,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,56
2025-01-28,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,45
2025-01-28,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,243
2025-01-28,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,235
2025-01-28,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,139
2025-01-28,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,175
2025-01-28,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,189
2025-01-28,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,0
2025-01-28,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,56
2025-01-28,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,44
2025-01-28,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,37
2025-01-28,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,54
2025-01-28,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,67
2025-01-28,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,45
2025-01-28,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,28
2025-01-28,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,53
2025-01-28,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,35
2025-01-28,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,353
2025-01-28,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,205
2025-01-28,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,144
2025-01-28,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,198
2025-01-28,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,193
2025-01-28,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,59
2025-01-28,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,44
2025-01-28,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,26
2025-01-28,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,45
2025-01-28,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,44
2025-01-28,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,208
2025-01-28,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,141
2025-01-28,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,106
2025-01-28,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,177
2025-01-28,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,102
2025-01-28,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,194
2025-01-28,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,116
2025-01-28,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,95
2025-01-28,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,143
2025-01-28,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,113
2025-01-28,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,19
2025-01-28,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,18
2025-01-28,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,9
2025-01-28,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,17
2025-01-28,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,8
2025-01-28,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,27
2025-01-28,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,27
2025-01-28,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,16
2025-01-28,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,27
2025-01-28,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,18
2025-01-28,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,46
2025-01-28,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,29
2025-01-28,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,22
2025-01-28,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,32
2025-01-28,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,27
2025-01-28,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,125
2025-01-28,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,110
2025-01-28,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,58
2025-01-28,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,115
2025-01-28,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,76
2025-01-28,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,68
2025-01-28,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,50
2025-01-28,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,48
2025-01-28,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,70
2025-01-28,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,37
2025-01-28,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,147
2025-01-28,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,101
2025-01-28,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,76
2025-01-28,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,115
2025-01-28,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,77
2025-01-28,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,57
2025-01-28,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,35
2025-01-28,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,39
2025-01-28,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,0
2025-01-28,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,34
2025-01-28,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,110
2025-01-28,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,120
2025-01-28,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,87
2025-01-28,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,110
2025-01-28,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,97
2025-01-28,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,134
2025-01-28,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,128
2025-01-28,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,102
2025-01-28,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,97
2025-01-28,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,103
2025-01-28,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,115
2025-01-28,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,105
2025-01-28,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,65
2025-01-28,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,87
2025-01-28,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,65
2025-01-28,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,253
2025-01-28,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,196
2025-01-28,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,116
2025-01-28,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,178
2025-01-28,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,148
2025-01-28,Thailand,Central,Big C,SKU-D001,Diaper Pants M,351
2025-01-28,Thailand,Central,Big C,SKU-D002,Diaper Pants L,306
2025-01-28,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,126
2025-01-28,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,158
2025-01-28,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,185
2025-01-28,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,302
2025-01-28,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,191
2025-01-28,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,122
2025-01-28,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,220
2025-01-28,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,153
2025-01-28,Thailand,North,Makro,SKU-D001,Diaper Pants M,224
2025-01-28,Thailand,North,Makro,SKU-D002,Diaper Pants L,219
2025-01-28,Thailand,North,Makro,SKU-D003,Diaper Tape NB,147
2025-01-28,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,176
2025-01-28,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,143
2025-01-28,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,219
2025-01-28,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,262
2025-01-28,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,157
2025-01-28,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,167
2025-01-28,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,186
2025-01-29,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,124
2025-01-29,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,90
2025-01-29,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,63
2025-01-29,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,73
2025-01-29,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,73
2025-01-29,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,372
2025-01-29,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,347
2025-01-29,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,212
2025-01-29,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,296
2025-01-29,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,210
2025-01-29,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,111
2025-01-29,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,72
2025-01-29,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,52
2025-01-29,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,85
2025-01-29,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,56
2025-01-29,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,57
2025-01-29,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,46
2025-01-29,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,39
2025-01-29,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,59
2025-01-29,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,43
2025-01-29,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,278
2025-01-29,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,185
2025-01-29,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,145
2025-01-29,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,225
2025-01-29,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,236
2025-01-29,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,103
2025-01-29,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,81
2025-01-29,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,41
2025-01-29,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,73
2025-01-29,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,51
2025-01-29,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,243
2025-01-29,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,271
2025-01-29,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,138
2025-01-29,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,261
2025-01-29,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,184
2025-01-29,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,257
2025-01-29,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,222
2025-01-29,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,139
2025-01-29,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,172
2025-01-29,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,174
2025-01-29,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,29
2025-01-29,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,17
2025-01-29,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,15
2025-01-29,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,19
2025-01-29,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,18
2025-01-29,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,54
2025-01-29,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,44
2025-01-29,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,23
2025-01-29,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,32
2025-01-29,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,34
2025-01-29,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,53
2025-01-29,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,61
2025-01-29,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,36
2025-01-29,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,38
2025-01-29,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,32
2025-01-29,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,184
2025-01-29,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,191
2025-01-29,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,0
2025-01-29,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,143
2025-01-29,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,140
2025-01-29,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,107
2025-01-29,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,84
2025-01-29,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,51
2025-01-29,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,80
2025-01-29,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,54
2025-01-29,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,217
2025-01-29,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,170
2025-01-29,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,118
2025-01-29,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,145
2025-01-29,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,108
2025-01-29,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,63
2025-01-29,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,80
2025-01-29,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,43
2025-01-29,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,76
2025-01-29,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,49
2025-01-29,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,240
2025-01-29,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,232
2025-01-29,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,117
2025-01-29,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,170
2025-01-29,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,123
